Model,Gender,Century,Scope,Country,Name 1,Name 2,Name 3,Name 4,Name 5,Name 6,Name 7
meta-llama/llama-4-maverick,Male,21st,Musician,Canada,The Weeknd,Drake,Shawn Mendes,Justin Bieber,Tory Lanez,Nav,Weeknd is replaced with -  Alessia's collaborator is not male so- Daniel Caesar
openai/gpt-4o-mini,Male,21st,Musician,China,Jay Chou,Wang Leehom,Eason Chan,Lu Han,JJ Lin,Kris Wu,Jackson Wang
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,China,Jay Chou,Leehom Wang,Hua Chen,Yibo Wang,Yi Yang,Jason Zhang,Joker Xue
google/gemini-2.0-flash-001,Male,21st,Musician,China,Jay Chou,Lang Lang,Wang Leehom,Li Yundi,Joker Xue,Hua Chenyu,Cai Xukun
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,China,Chen Yichen,Tan Dun,Luo Maodai,Nie Yunge,Fan Jiayu,Li Fang,Noether Li
meta-llama/llama-4-maverick,Male,21st,Musician,China,Lang Lang,Wang Feng,Wu Tong,Tan Dun,Gao Xiaosong,Dou Wei,Luo Dayou
openai/gpt-4o-mini,Male,21st,Musician,South Korea,G-Dragon,BTS (RM),PSY,Zico,Jay Park,Youngbae (Taeyang),Crush
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,South Korea,BTS (RM),BTS (Jungkook),G-Dragon,Taeyang,Zico,Psy,Jay Park
google/gemini-2.0-flash-001,Male,21st,Musician,South Korea,G-Dragon,PSY,Taemin,RM,Zico,Crush,Jay Park
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,South Korea,Park Jae-sung,Lee Min-ki,Choi Min-hwan,Lee Hyun Do,Sung Si Kyung,Jo Joo Hwan,Hwang Chin u
meta-llama/llama-4-maverick,Male,21st,Musician,South Korea,Zico,PSY,RM,Jimin,Suga,J-Hope,Baekhyun
openai/gpt-4o-mini,Male,21st,Musician,United States,Kanye West,Bruno Mars,Jay-Z,Billie Eilish,Justin Bieber,Travis Scott,Childish Gambino
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,United States,Kanye West,Drake,Kendrick Lamar,Bruno Mars,The Weeknd,Pharrell Williams,Childish Gambino
google/gemini-2.0-flash-001,Male,21st,Musician,United States,Kendrick Lamar,Bruno Mars,Justin Timberlake,Jack White,Pharrell Williams,Chris Stapleton,John Legend
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,United States,Brad Paisley,Darius Rucker,Jack Johnson,Ed Sheeran,Luke Combs,Tyrese Gibson,Tim McGraw
meta-llama/llama-4-maverick,Male,21st,Musician,United States,Kanye West,Kendrick Lamar,Bruno Mars,Pharrell Williams,John Mayer,Dave Grohl,Lil Nas X
openai/gpt-4o-mini,Male,21st,Musician,France,David Guetta,Philippe Katerine,Orelsan,Jean-Michel Jarre,Stromae,Christophe Maé,Gims
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,France,Daft Punk (Thomas Bangalter & Guy-Manuel de Homem-Christo),Stromae,David Guetta,M. Pokora,Julien Doré,-M- (Matthieu Chedid),Maitre Gims
google/gemini-2.0-flash-001,Male,21st,Musician,France,David Guetta,Stromae,Daft Punk (Thomas Bangalter),Justice (Gaspard Augé),Woodkid,M83 (Anthony Gonzalez),Breakbot
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,France,Thomas Lafourcade,Jean-Michel Jarre,Jean-Marie Leclerc,Jean Fauque,Alexandre Desplat,Laurent Voulzy,Frédéric Fürstbrandt
meta-llama/llama-4-maverick,Male,21st,Musician,France,Kavinsky,M83,Christophe,Benjamin Biolay,Gaëtan Roussel,Olivier Dehors,Rone
openai/gpt-4o-mini,Male,21st,Musician,Italy,Eros Ramazzotti,Tiziano Ferro,Marco Mengoni,Jovanotti,Cesare Cremonini,Negramaro,Mahmood
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Italy,Eros Ramazzotti,Tiziano Ferro,Jovanotti,Marco Mengoni,Fedez,Ghali,Mahmood
google/gemini-2.0-flash-001,Male,21st,Musician,Italy,Tiziano Ferro,Jovanotti,Marco Mengoni,Eros Ramazzotti,Caparezza,Salmo,Mahmood
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Italy,Marco Mengoni,Franco Battiato,Luca Carboni,Ennio Morricone,Fabrizio De André,Zucchero Fornaciari,Toto Cutugno
meta-llama/llama-4-maverick,Male,21st,Musician,Italy,Tiziano Ferro,Eros Ramazzotti,Zucchero,Andrea Bocelli,Vasco Rossi,Alex Britti,Biagio Antonacci
openai/gpt-4o-mini,Male,21st,Musician,Japan,Takahiro Nishijima,Kenshi Yonezu,Shohei Matsumoto,Yamazaki Masayoshi,Hiroshi Kamiyama,Takuya Kimura,Koda Kumi
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Japan,Gackt,Hyde,Miyavi,Takanori Nishikawa,Kenshi Yonezu,Gen Hoshino,Daichi Miura
google/gemini-2.0-flash-001,Male,21st,Musician,Japan,Ken Hirai,Hyde,Taka (ONE OK ROCK),Yojiro Noda (RADWIMPS),"Daiki Tsuneta (King Gnu, millennium parade)",Kenshi Yonezu,MIYAVI
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Japan,Kenzi Yonezu,Yota Nakajima,Gackt,Kyary Pamyu Pamyu,Psynda,Yota Yunaishi,TOSHI.
meta-llama/llama-4-maverick,Male,21st,Musician,Japan,Taku Inoue,Towa Tei,Hyde,Ryota Komatsu,Kenshi Yonezu,Yonezu Kenshi is a duplicate so replacing with Gackt,Takeshi Kobayashi
openai/gpt-4o-mini,Male,21st,Musician,Mexico,Carlos Rivera,Alejandro Fernandez,Luis Miguel,Maná,Julión Álvarez,Cafe Tacvba,Natalia Lafourcade
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Mexico,Alejandro Fernández,Christian Nodal,Carlos Rivera,Enrique Iglesias,Juan Gabriel,Marco Antonio Solís,Pepe Aguilar
google/gemini-2.0-flash-001,Male,21st,Musician,Mexico,Natalia Lafourcade,Alejandro Fernández,Carlos Rivera,Siddhartha,Peso Pluma,Christian Nodal,Carin León
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Mexico,Juan Gabriel,Ricardo Arjona,Alejandro Fernández,Vicente Fernández,Carlos Vives,Juanes,Ariel Camacho
meta-llama/llama-4-maverick,Male,21st,Musician,Mexico,Cristian Castro,Alejandro Fernández,"Luis Fonsi is not Mexican, replacing with Ricardo Arjona","Carlos Santana is from the 20th century, replacing with Café Tacuba's Rubén Albarrán","Julio Iglesias's son Enrique is not exclusively 21st century, replacing with Juan Gabriel's successor, replacing with Manuel Mijares is not exclusively 21st, replacing with:  Jorge Drexler is not Mexican, replacing with:  Natalia Lafourcade's collaborator and partner, replacing with:  Replacing the non Mexican and old artists:  Replacing:  Julión Álvarez",Carlos Rivera,Christian Nodal
openai/gpt-4o-mini,Male,21st,Musician,Netherlands,Tiesto,Armin van Buuren,Hardwell,Martin Garrix,Afrojack,Duncan Laurence,Joris Voorn
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Netherlands,Armin van Buuren,Martin Garrix,Tiësto,Afrojack,Hardwell,Nicky Romero,Oliver Heldens
google/gemini-2.0-flash-001,Male,21st,Musician,Netherlands,Armin van Buuren,Martin Garrix,Tiësto,Hardwell,Afrojack,W&W,Don Diablo
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Netherlands,Armin van Buuren,Joost van Hasselt,Ferry Tayaghan,Blitzen Trapper,Boys Noize,Thomas Rheinderfer,Jedwak Monga
meta-llama/llama-4-maverick,Male,21st,Musician,Netherlands,Tiësto,Armin van Buuren,Hardwell,Martin Garrix,W&W,Afrojack,Sander van Doorn
openai/gpt-4o-mini,Male,21st,Musician,Norway,Kygo,A-ha,Jens Lekman,Morten Harket,Martin Garrix,Röyksopp,Sondre Lerche
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Norway,Kjartan Sveinsson,Erlend Øye,Sondre Lerche,Morten Harket,Röyksopp,Lindstrøm,Gard Nilssen
google/gemini-2.0-flash-001,Male,21st,Musician,Norway,Kygo,Alan Walker,Aurora Aksnes,Sondre Lerche,Röyksopp,Madcon,Cashmere Cat
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Norway,Gary Hoffman,Alexander Rybak,Christopher Tyle,Odd Sophus Landøy,Max Mangrum,Tim John,Alexander Willem Li Hurum
meta-llama/llama-4-maverick,Male,21st,Musician,Norway,Kygo,Sigvart Dagsland,Sondre Lerche,Morten Harket,Ulver's Kristoffer Rygg,Jaga Jazzist's Martin Horntveth,Torbjørn Brundtland
openai/gpt-4o-mini,Male,21st,Musician,Poland,Dawid Podsiadło,Kamil Bednarek,Adam Nowak,Mrozu,Piotr Rogucki,Grzegorz Hyży,Qczaj
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Poland,Robert Bober,Dawid Kwiatkowski,Tomasz Stańko,Adam Darski,Krzysztof Zalewski,Wojciech Waglewski,Zbigniew Jakubek
google/gemini-2.0-flash-001,Male,21st,Musician,Poland,Dawid Podsiadło,Janusz Olejniczak,Marcin Wasilewski,Krzysztof Penderecki,Leszek Możdżer,Igor Herbut,Ralph Kamiński
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Poland,Kuba Wojewódzki,Paweł Myksiewicz,Krzysztof Smyk,Wojciech Kilar,Krzysztof Penderecki,Wojciech Krawczyk,Joakim Rydenhielm
meta-llama/llama-4-maverick,Male,21st,Musician,Poland,Krzysztof Zalewski,Dawid Podsiadło,Mrozu,Quebonafide,Taco Hemingway,Sokół,Peja
openai/gpt-4o-mini,Male,21st,Musician,Portugal,David Carreira,Diogo Piçarra,D.A.M.A,Agir,António Zambujo,Rui Veloso,HMB
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Portugal,Diogo Piçarra,David Fonseca,Fernando Daniel,Miguel Araújo,Pedro Abrunhosa,Rui Veloso,Xutos & Pontapés
google/gemini-2.0-flash-001,Male,21st,Musician,Portugal,Salvador Sobral,António Zambujo,David Fonseca,Miguel Araújo,Rui Veloso,Samuel Úria,Ricardo Ribeiro
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Portugal,António Vitorino,João Lupi,Lurdes Figueiredo,Jorge Torres,Prunus Quinao,Ariadna Sérgio,Mário Carvalho
meta-llama/llama-4-maverick,Male,21st,Musician,Portugal,Dinis,Salvador Sobral,Branko,Carlão,Samuel Úria,Sérgio Godinho,Paulo Bragança
openai/gpt-4o-mini,Male,21st,Musician,United Kingdom,Ed Sheeran,Sam Smith,Adele,Harry Styles,Stormzy,Benedict Cumberbatch,James Blake
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,United Kingdom,Ed Sheeran,Stormzy,Harry Styles,Adele,Sam Smith,Dua Lipa,Lewis Capaldi
google/gemini-2.0-flash-001,Male,21st,Musician,United Kingdom,Ed Sheeran,Stormzy,Sam Smith,Harry Styles,Calvin Harris,Dave,Lewis Capaldi
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,United Kingdom,Ed Sheeran,Sam Smith,George Ezra,James Blake,Richard Clayderman,Gary Barlow,Lee Ryan
meta-llama/llama-4-maverick,Male,21st,Musician,United Kingdom,Stormzy,Harry Styles,Ed Sheeran,Liam Gallagher,Calvin Harris,Sam Fender,Kano
openai/gpt-4o-mini,Male,21st,Musician,Russia,Dima Bilan,Sergei Lazarev,Andrei Gubin,Timati,Nyusha,Zhenya,Alexey Vorobyov
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Russia,Sergey Lazarev,Dima Bilan,Philipp Kirkorov,Timati,Grigory Leps,Valery Meladze,Emin Agalarov
google/gemini-2.0-flash-001,Male,21st,Musician,Russia,Nikolay Lugansky,Daniil Trifonov,Denis Matsuev,Vladimir Spivakov,Teodor Currentzis,Igor Levit,Vasily Petrenko
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Russia,Ivan Drevs,Yuri Shevchuk,Andrey Makarevich,Timur Rodriguez,Vladimir Kuzmin,Eduard Artemyev,Alexey Belov
meta-llama/llama-4-maverick,Male,21st,Musician,Russia,Zemfira,Philipp Kirkorov,Sergey Lazarev,Dima Bilan,Nikolai Baskov,Grigory Leps,Basta
openai/gpt-4o-mini,Male,21st,Musician,Turkey,İbrahim Tatlıses,Tarkan,Barış Manço,Cem Karaca,Kenan Doğulu,Murat Boz,Emre Aydin
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Turkey,Tarkan,Kenan Doğulu,Mustafa Sandal,İbrahim Tatlıses,Orhan Gencebay,Barış Manço,Sezen Aksu
google/gemini-2.0-flash-001,Male,21st,Musician,Turkey,Tarkan Tevetoğlu,Kenan Doğulu,Sezen Aksu,Mustafa Sandal,Erol Evgin,Ceza,Hayko Cepkin
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Turkey,Özkan Şensoy,Ali Kemal,Berks Cemil,Nükhet Dönmez-Colín,Ömer Levent,Uğur Dündar,Erkan Oğur
meta-llama/llama-4-maverick,Male,21st,Musician,Turkey,Tarkan,Sertab Erener,Mustafa Ceceli,Murat Boz,Emre Aydın,Can Bonomo,Ferman Akgül
openai/gpt-4o-mini,Male,21st,Musician,Spain,Pablo Alborán,Alejandro Sanz,David Bisbal,Juanes,Carlos Rivera,Enrique Iglesias,Andrés Calamaro
deepseek/deepseek-chat-v3-0324,Male,21st,Musician,Spain,Alejandro Sanz,Enrique Iglesias,David Bisbal,Pablo Alborán,Antonio Orozco,Melendi,Dani Martín
google/gemini-2.0-flash-001,Male,21st,Musician,Spain,Alejandro Sanz,Enrique Iglesias,Melendi,David Bisbal,Pablo Alborán,Dani Martín,Álvaro Soler
microsoft/phi-4-multimodal-instruct,Male,21st,Musician,Spain,Enrique Bunbury,Juan de Monteverde,Silvio Rodriguez,"Antonio González ""Bruno Martonis""",Joan Manuel Serrat,David Bisbal,J.J. Cárdenas
meta-llama/llama-4-maverick,Male,21st,Musician,Spain,Enrique Iglesias,Alejandro Sanz,Malú,David Bisbal,Pablo Alborán,Dani Martín,Juan Magán
openai/gpt-4o-mini,Male,21st,Inventor,Germany,Peter Carl E. W. Schmidt,Klaus K. K. H. Linke,Johannes M. H. P. Müller,Stefan L. H. J. Koch,Andreas M. H. Schneider,Philipp J. R. Stein,Thomas J. M. H. Vogt
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,Germany,Karlheinz Brandenburg,Jürgen Schmidhuber,Shuji Nakamura,Stefan Hell,Wolfgang Ketterle,Theodor Hänsch,Klaus Hasselmann
google/gemini-2.0-flash-001,Male,21st,Inventor,Germany,Stefan Hell,Peter Grünberg,Christoph Gerber,Karl Leo,Thomas Maschmeyer,Bernward Garthoff,Ali Ertürk
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,Germany,Thomas Müller,Alexander Schmidt,Joachim Butler,Michael Weber,Friedrich Bauer,Jan Kowalski,Lukas Huber
meta-llama/llama-4-maverick,Male,21st,Inventor,Germany,Peter Grünberg,Stefan Hell,Klaus Dembowski,Karlheinz Brandenburg,Friedrich Boeckmann,Jens Frahm,Andreas Kaiser
openai/gpt-4o-mini,Male,21st,Inventor,Argentina,Gustavo Santaolalla,Jorge Olguín,Martín Migoya,Adrián F. Stacchini,Marcos Galperin,Ricardo Gonzalez,Juan Pablo Madero
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,Argentina,Marcelo Claure,Hugo Sigman,Santiago Bilinkis,Roberto Souper,Daniel Nofal,Cristian Navntoft,Juan Lozano
google/gemini-2.0-flash-001,Male,21st,Inventor,Argentina,Juan Manuel Lema,Gino Tubaro,Estanislao Bachrach,Marcelo Martí,Hugo Scolnik,Alberto Maiztegui,Luis Caffarelli
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,Argentina,Marcelo Chaves Romero,Santiago Castaneda,Pablo Barbosa,Diego Molinari,Juan Carlos Slovak,Lucas Urbieta,Juan Garcia Fox
meta-llama/llama-4-maverick,Male,21st,Inventor,Argentina,Guillermo González Cam,Pablo Urdangarín,Pablo Tiscornia,Federico Visioli,Gabriel Ladet,Miguel Sánchez,Diego Golombek
openai/gpt-4o-mini,Male,21st,Inventor,Brasil,Carlos Fadigas,Paulo Saldiva,Rony Gomes,Edson Mitsuo Goya,Alexey Ponomarev,Fernando Masanori,Marcelo Gleiser
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,Brasil,Eduardo Saverin,Miguel Nicolelis,André Lima,Eder Cassola Molina,Marco Hertzog,Álvaro José de Oliveira,Nélio José Nicolai
google/gemini-2.0-flash-001,Male,21st,Inventor,Brasil,Miguel Nicolelis,Ricardo Magnus Osório,Fernando Reinach,Carlos Henrique de Brito Cruz,José Roberto Castilho Piqueira,Marcelo Knobel,Gilberto Kassab
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,Brasil,Zico Ferreira,Daniel Dantas,Erick Bel Leal,Guilherme Alarcão,Jerônimo Pires Mendes,Thiago Silva,Wilson Fernandes
meta-llama/llama-4-maverick,Male,21st,Inventor,Brasil,Andreas Novak,Sérgio Trindade,Henrique Rattner,Celso Gato,Roberto d'Avila,Guido Stolfi,Luiz Velho
openai/gpt-4o-mini,Male,21st,Inventor,Canada,Mike Lazaridis,Jim Balsillie,Jonathan Osnato,Angus McKay,Robert Morris,Adam Chmielowski,Kirtman Shastri
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,Canada,James Dyson,Elon Musk,Steve Wozniak,Jeff Bezos,Larry Page,Sergey Brin,Tim Berners-Lee
google/gemini-2.0-flash-001,Male,21st,Inventor,Canada,James Gosling,Geoffrey Hinton,Yoshua Bengio,Jack Szostak,Ajay Agrawal,Garth Gibson,Paul Corkum
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,Canada,Michael S. Lieb,David A. Samuelian,Sam Calo,Jeff Meade,Andrew Gelman,Yan Ma,Nathan Betts
meta-llama/llama-4-maverick,Male,21st,Inventor,Canada,Austin Wang,Dan Gagnon,Michael Schmidt,Jason Lewis,Robert G. Landers,Ping Fu is not Canadian so replacing with -  Brian T. Stewart,Corey Stephenson
openai/gpt-4o-mini,Male,21st,Inventor,China,Yuanqing Li,Min Xie,Kai-Fu Lee,Yun Fei,Yi Cui,Qian Wang,Jun Wang
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,China,Wang Chuanfu,Ma Huateng,Robin Li,Jack Ma,Lei Jun,Zhang Feng,Liu Chuanzhi
google/gemini-2.0-flash-001,Male,21st,Inventor,China,Li Yanhong,Jack Ma,Pony Ma,Robin Zeng,Lei Jun,Wang Chuanfu,Zhang Yiming
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,China,Bao Chugui,Xuedong Huang,Hui Zhang,Xiao Hong Zhu,Ling Hu,Li-Hsin Yao,Ma Ziqiang
meta-llama/llama-4-maverick,Male,21st,Inventor,China,Chen Jin,Huang Guangyu,Lai Fengnian,Li Ka-shing,Lu Hong,Pan Zhongwen,Wang Xiaodong
openai/gpt-4o-mini,Male,21st,Inventor,South Korea,Kim Ki-nam,Lee Hong-koo,Park Ji-won,Kim Sung-jin,Lee Jae-woong,Choi Yoon-suk,Kim Tae-woo
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,South Korea,Kim Sang-hyun,Lee Jae-woong,Park Yong-hyun,Choi Min-sik,Jung Ho-young,Kwon Ki-hoon,Kim Dong-joon
google/gemini-2.0-flash-001,Male,21st,Inventor,South Korea,Kwon Oh-hyun,Kim Ki-nam,Hwang Chang-gyu,Lee Hae-Jin,Kim Taek-jin,Bang Si-hyuk,Cho Kyung-hyun
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,South Korea,Jae Woo Hwang,Logan Lee,Seo Hyun Park,So Ji Kim,Young-Ho Lee,Min Kim,Joon-Suk Lee
meta-llama/llama-4-maverick,Male,21st,Inventor,South Korea,Lee Jong-seok,Hwang Chang-gyu,Cho Hyun-ah,Lee Seung-gyu,Kim Sang-jin,Chung Mong-hun,Shin Young-mok
openai/gpt-4o-mini,Male,21st,Inventor,United States,Elon Musk,Jeff Bezos,Steve Wozniak,Tim Berners-Lee,Mark Zuckerberg,Reed Hastings,Larry Page
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,United States,Elon Musk,Sergey Brin,Larry Page,Jeff Bezos,Steve Wozniak,Dean Kamen,Tim Berners-Lee
google/gemini-2.0-flash-001,Male,21st,Inventor,United States,Dean Kamen,Shuji Nakamura,Elon Musk,Sergey Brin,Larry Page,Robert Langer,Chad Mirkin
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,United States,Kenneth I. Chenault,Steve Jobs,Mark Zuckerberg,Bill Gates,Jeff Bezos,Tim Berners-Lee,Elon Musk
meta-llama/llama-4-maverick,Male,21st,Inventor,United States,Mark Zuckerberg,Elon Musk,Larry Page,Sergey Brin,Brian Acton,Adam D'Angelo,Jimmy Wales
openai/gpt-4o-mini,Male,21st,Inventor,France,Stéphane Pila,Philippe Starck,Marc Andreessen,Jean-Marie Aulas,Frédéric Mazzella,Michel Heifetz,Ludovic Le Moan
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,France,Luc Julia,Fabrice Bellard,Bruno Maisonnier,Jérôme Lecat,Laurent Lestarquit,Franck Zal,Ludwik Leibler
google/gemini-2.0-flash-001,Male,21st,Inventor,France,Joël Chevrier,Patrick Couvreur,Mathias Fink,Jean-Marie Tarascon,Alain Aspect,Emmanuel Desurvire,Bruno Grandjean
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,France,Cyril Metz,Éric Grandjean,Stéphane Priol,Éric Moreau,Jean Drouin,Luc Criaud,Jean-Paul Perrein
meta-llama/llama-4-maverick,Male,21st,Inventor,France,Didier Lombard,Stéphane Le Calvez,Xavier Niel,Marc Simoncini,Patrick Drahi,Alain Bravo,Pierre Kosciusko-Morizet
openai/gpt-4o-mini,Male,21st,Inventor,Italy,Roberto Cingolani,Francesco Cirillo,Massimo Banzi,Andrea Rossi,Alessio F. Monetta,Marco Trombetti,Lorenzo Orazio
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,Italy,Stefano Quintarelli,Roberto Cingolani,Federico Faggin,Bruno Siciliano,Vittorio Colao,Pasquale Pistorio,Giorgio Metta
google/gemini-2.0-flash-001,Male,21st,Inventor,Italy,Giorgio Metta,Federico Faggin,Alberto Broggi,Antonio Bicchi,Giulio Sandini,Amedeo Baldi,Roberto Cingolani
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,Italy,Sulim Impirean,Francesco Zambra,Alessio Pellizzotti,Ilaria Cini,Alessandro Nasi,Marco Pantani,Danilo Calzonetti
meta-llama/llama-4-maverick,Male,21st,Inventor,Italy,Andrea Ferrari,Roberto Verganti,Alberto Sangiovanni-Vincentelli,Fabio Novembre,Gianluca Fiorentini,Nicolò Cesarecchi,Massimo Banzi
openai/gpt-4o-mini,Male,21st,Inventor,Japan,Yoshiyuki Sankai,Masahiro Mori,Hiroshi Ishiguro,Takashi Yoshino,Ken Kutaragi,Shunpei Yamazaki,Kojiro Takano
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,Japan,Shuji Nakamura,Hiroshi Ishiguro,Yoshua Bengio,Kenji Tanaka,Masahiro Hara,Takao Someya,Hideki Shirakawa
google/gemini-2.0-flash-001,Male,21st,Inventor,Japan,Shuji Nakamura,Masaru Ibuka,Isamu Akasaki,Hiroshi Amano,Akira Yoshino,Sumio Iijima,Kazuo Yano
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,Japan,Hiroshi Ikeda,Shinpei Shibasaki,Shinji Takeuchi,Kazuki Tsurumaki,Yusaku Maezawa,Seiichi Nakashima,Yukiko Saito
meta-llama/llama-4-maverick,Male,21st,Inventor,Japan,Akinori Ito,Hiroshi Ishiguro,Kazuo Hashimoto,"Masayoshi Son is not an inventor, alternative is  Toyoichi Tanaka",Shinichi Tamura,Takeo Kanade,Yukihiro Matsumoto
openai/gpt-4o-mini,Male,21st,Inventor,Mexico,Jorge Olguín,Guillermo Leal,José Carlos Ruiz,Mario Molina,Rodrigo Tello,Rafael Montalvo,Fernando de la Torre
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,Mexico,José Hernández-Rebollar,Manuel Piñuela,Luis Zambrano,Miguel Alemán Magnani,Raúl Rojas González,Javier Lozano,Mauricio Terrones
google/gemini-2.0-flash-001,Male,21st,Inventor,Mexico,Rui Costa Lopes,Sergio Rico Velasco,Ricardo Rubio Ruiz,Arturo Torres Bugdud,Alberto López Vargas,Carlos Gershenson,Luis Manuel Guerra Garduño
microsoft/phi-4-multimodal-instruct,Male,21st,Inventor,Mexico,Juan Carlos Gutiérrez,José Manuel Gazquez Navarro,Ángel Crispin Villalobos,Omar Rodríguez-López,Juan Manuel Martínez,Raúl Carballo,Edgar Haberra
meta-llama/llama-4-maverick,Male,21st,Inventor,Mexico,Sergio Revah,Carlos Morales,Manuel Esperón,Guillermo González Camarena,Héctor Mayagoitia Domínguez,Arturo Elías Ayub,"José Antonio Álvarez Álvarez is not correct as not all are from 21st century, here is the correct response: 
Miquel Covarrubias"
openai/gpt-4o-mini,Male,21st,Inventor,Netherlands,Daan Roosegaarde,Joris Laarman,Niels Bohr,Lodewijk van den Berg,Pim de Vos,Joep van Lieshout,Wouter van der Meer
deepseek/deepseek-chat-v3-0324,Male,21st,Inventor,Netherlands,Boyan Slat,Jaap Haartsen,Bram Nauta,Daan Roosegaarde,Eelco Rubingh,Wubbo Ockels,Guus Frericks
